recclass,count,unique_names,shannon_obs,shannon_null_mean,shannon_null_std,shannon_effect,shannon_zscore,shannon_pvalue,simpson_obs,simpson_null_mean,simpson_null_std,simpson_effect,simpson_zscore,simpson_pvalue,shannon_fdr_q,simpson_fdr_q
H3.1,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.10,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.15,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.2,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.2-3.7,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.2-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.2-an,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
H3.3,7,7,1.9459101490553132,1.9459101490553128,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8571428571428572,0.8571428571428574,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
H3.4,16,16,2.772588722239781,2.7725887222397816,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9375,0.9375,0.0,0.0,0.0,1.0,1.0,1.0
H3.4-5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.4/3.5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.5,18,18,2.8903717578961645,2.890371757896164,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9444444444444444,0.9444444444444445,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
H3.5-4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.6,42,42,3.7376696182833684,3.7376696182833693,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9761904761904762,0.9761904761904762,0.0,0.0,0.0,1.0,1.0,1.0
H3.6-6,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.7,75,75,4.31748811353631,4.317488113536311,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9866666666666667,0.9866666666666665,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
H3.7-5,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.7-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.7/3.8,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.8,76,76,4.330733340286331,4.330733340286329,1.7763568394002505e-15,1.7763568394002505e-15,1.0,1.0,0.9868421052631579,0.9868421052631577,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
H3.8-4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.8-5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.8-6,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.8-an,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.8/3.9,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H3.8/4,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.9,43,43,3.761200115693562,3.761200115693562,0.0,0.0,0.0,1.0,0.9767441860465116,0.9767441860465117,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
H3.9-5,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H3.9-6,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
H3.9/4,5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
H3/4,35,35,3.5553480614894135,3.5553480614894135,0.0,0.0,0.0,1.0,0.9714285714285714,0.9714285714285714,0.0,0.0,0.0,1.0,1.0,1.0
H4,4211,4211,8.345455428161928,8.345455428161928,0.0,0.0,0.0,1.0,0.9997625267157445,0.9997625267157448,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
H4 ,11,11,2.3978952727983707,2.3978952727983716,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9090909090909091,0.9090909090909087,3.3306690738754696e-16,3.3306690738754696e-16,1.0,1.0,1.0,1.0
H4(?),1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H4-5,47,47,3.8501476017100584,3.8501476017100575,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9787234042553191,0.9787234042553193,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
H4-6,67,67,4.204692619390966,4.204692619390967,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9850746268656716,0.9850746268656715,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
H4-an,10,10,2.3025850929940455,2.302585092994045,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9,0.9000000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
H4-melt breccia,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H4/5,428,428,6.059123195581797,6.059123195581795,1.7763568394002505e-15,1.7763568394002505e-15,1.0,1.0,0.9976635514018691,0.9976635514018692,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
H4/6,6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
H5,7142,7142,8.873748128154393,8.87374812815439,3.552713678800501e-15,3.552713678800501e-15,1.0,1.0,0.9998599831979837,0.9998599831979841,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
H5 ,22,22,3.091042453358316,3.0910424533583156,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9545454545454546,0.9545454545454548,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
H5-6,63,63,4.143134726391533,4.143134726391533,0.0,0.0,0.0,1.0,0.9841269841269842,0.9841269841269842,0.0,0.0,0.0,1.0,1.0,1.0
H5-7,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H5-an,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H5-melt breccia,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
H5/6,193,193,5.262690188904886,5.262690188904885,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9948186528497409,0.9948186528497409,0.0,0.0,0.0,1.0,1.0,1.0
H6,4528,4528,8.41803561988302,8.418035619883016,3.552713678800501e-15,3.552713678800501e-15,1.0,1.0,0.9997791519434629,0.9997791519434626,3.3306690738754696e-16,3.3306690738754696e-16,1.0,1.0,1.0,1.0
H6 ,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H6-melt breccia,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
H6/7,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
H7,12,12,2.4849066497880004,2.484906649788001,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9166666666666666,0.9166666666666665,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
H?,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Howardite,240,240,5.480638923341991,5.48063892334199,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9958333333333333,0.9958333333333335,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
Howardite-an,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
H~4,18,18,2.8903717578961645,2.890371757896164,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9444444444444444,0.9444444444444445,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
H~4/5,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
H~5,111,111,4.709530201312334,4.709530201312335,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.990990990990991,0.9909909909909907,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
H~6,22,22,3.091042453358316,3.0910424533583156,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9545454545454546,0.9545454545454548,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Impact melt breccia,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Iron,94,94,4.543294782270004,4.543294782270004,0.0,0.0,0.0,1.0,0.9893617021276596,0.9893617021276595,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
"Iron, IAB complex",54,54,3.988984046564274,3.9889840465642745,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9814814814814815,0.9814814814814813,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
"Iron, IAB-MG",84,84,4.430816798843313,4.4308167988433125,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9880952380952381,0.9880952380952378,3.3306690738754696e-16,3.3306690738754696e-16,1.0,1.0,1.0,1.0
"Iron, IAB-an",3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
"Iron, IAB-sHH",5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
"Iron, IAB-sHL",17,17,2.833213344056216,2.8332133440562166,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9411764705882353,0.9411764705882354,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
"Iron, IAB-sHL-an",1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IAB-sLH",9,9,2.1972245773362196,2.197224577336219,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8888888888888888,0.8888888888888892,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
"Iron, IAB-sLL",28,28,3.3322045101752034,3.332204510175203,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9642857142857143,0.964285714285714,3.3306690738754696e-16,3.3306690738754696e-16,1.0,1.0,1.0,1.0
"Iron, IAB-sLM",10,10,2.3025850929940455,2.302585092994045,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9,0.9000000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
"Iron, IAB-ung",46,46,3.828641396489095,3.8286413964890964,1.3322676295501878e-15,-1.3322676295501878e-15,-1.0,1.0,0.9782608695652174,0.9782608695652173,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
"Iron, IAB?",4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IC",10,10,2.3025850929940455,2.302585092994045,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9,0.9000000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
"Iron, IC-an",2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IIAB",118,118,4.770684624465665,4.770684624465664,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9915254237288136,0.9915254237288132,3.3306690738754696e-16,3.3306690738754696e-16,1.0,1.0,1.0,1.0
"Iron, IIAB-an",1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IIC",8,8,2.0794415416798357,2.0794415416798357,0.0,0.0,0.0,1.0,0.875,0.875,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IID",19,19,2.9444389791664407,2.9444389791664416,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9473684210526316,0.9473684210526316,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IID-an",2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IIE",14,14,2.6390573296152584,2.639057329615258,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9285714285714286,0.9285714285714288,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
"Iron, IIE-an",7,7,1.9459101490553132,1.9459101490553128,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8571428571428572,0.8571428571428574,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
"Iron, IIE?",1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IIF",6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IIG",6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IIIAB",285,285,5.652489180268651,5.652489180268651,0.0,0.0,0.0,1.0,0.9964912280701754,0.9964912280701751,3.3306690738754696e-16,3.3306690738754696e-16,1.0,1.0,1.0,1.0
"Iron, IIIAB-an",3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
"Iron, IIIAB?",4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IIIE",14,14,2.6390573296152584,2.639057329615258,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9285714285714286,0.9285714285714288,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
"Iron, IIIE-an",1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IIIF",9,9,2.1972245773362196,2.197224577336219,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8888888888888888,0.8888888888888892,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
"Iron, IVA",69,69,4.23410650459726,4.234106504597259,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9855072463768116,0.9855072463768119,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
"Iron, IVA-an",6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
"Iron, IVB",14,14,2.6390573296152584,2.639057329615258,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9285714285714286,0.9285714285714288,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
"Iron, ungrouped",113,113,4.727387818712341,4.727387818712342,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9911504424778761,0.9911504424778759,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
Iron?,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
K,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
K3,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
L,50,50,3.912023005428146,3.912023005428146,0.0,0.0,0.0,1.0,0.98,0.9800000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
L(?)3,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
L(H)3,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L(LL)3,5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
L(LL)3.05,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
L(LL)3.5-3.7,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L(LL)5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L(LL)6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L(LL)~4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L-imp melt,25,25,3.2188758248682,3.2188758248681997,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.96,0.9600000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
L-melt breccia,14,14,2.6390573296152584,2.639057329615258,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9285714285714286,0.9285714285714288,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
L-melt rock,21,21,3.044522437723423,3.044522437723423,0.0,0.0,0.0,1.0,0.9523809523809524,0.9523809523809524,0.0,0.0,0.0,1.0,1.0,1.0
L-metal,5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
L/LL,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL(?)3,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL-melt rock,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL3,26,26,3.2580965380214826,3.258096538021483,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9615384615384616,0.9615384615384616,0.0,0.0,0.0,1.0,1.0,1.0
L/LL3-5,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
L/LL3-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL3.10,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL3.2,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
L/LL3.4,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
L/LL3.5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL3.6/3.7,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL4,20,20,2.995732273553991,2.9957322735539904,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.95,0.9499999999999997,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
L/LL4-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL4/5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL5,16,16,2.772588722239781,2.7725887222397816,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9375,0.9375,0.0,0.0,0.0,1.0,1.0,1.0
L/LL5-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL5/6,5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
L/LL6,26,26,3.2580965380214826,3.258096538021483,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9615384615384616,0.9615384615384616,0.0,0.0,0.0,1.0,1.0,1.0
L/LL6-an,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL~4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L/LL~5,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
L/LL~6,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
L3,365,365,5.8998973535824915,5.89989735358249,1.7763568394002505e-15,1.7763568394002505e-15,1.0,1.0,0.9972602739726028,0.9972602739726031,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
L3-4,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
L3-5,13,13,2.564949357461537,2.5649493574615367,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9230769230769231,0.9230769230769232,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
L3-6,32,32,3.4657359027997265,3.465735902799727,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.96875,0.96875,0.0,0.0,0.0,1.0,1.0,1.0
L3-7,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L3-melt breccia,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L3.0,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
L3.0-3.7,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L3.0-3.9,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L3.00,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L3.05,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
L3.1,13,13,2.564949357461537,2.5649493574615367,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9230769230769231,0.9230769230769232,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
L3.10,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L3.2,15,15,2.70805020110221,2.70805020110221,0.0,0.0,0.0,1.0,0.9333333333333333,0.9333333333333335,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
