recclass,count,mass_mean,mass_median,cv_obs,cv_null_mean,cv_null_std,cv_effect,cv_zscore,cv_pvalue,log_range_obs,log_range_null_mean,log_range_null_std,log_range_effect,log_range_zscore,log_range_pvalue,cv_fdr_q,log_range_fdr_q
"Iron, IAB-sHH",5,3862.2,490.0,1.6511102842074206,1.3913421530462469,0.4213846131614231,0.2597681311611737,0.6164632571945912,0.704,1.5746858186909631,2.4816347506883987,0.9835071217098043,-0.9069489319974355,-0.9221579711804485,0.372,0.915813953488372,0.6566153846153846
"Iron, IAB-sHL",17,9438.261176470589,1250.0,3.1444321781047804,2.617856094763507,0.8248383602336999,0.5265760833412734,0.6383991200313229,0.648,3.1063949031304263,3.934410661591521,0.9300618593845777,-0.8280157584610945,-0.8902803078162917,0.384,0.915813953488372,0.6566153846153846
"Iron, IAB-sLH",9,7382.5666666666675,268.0,1.480855554820915,1.9764183475320782,0.5648318674019767,-0.4955627927111632,-0.8773633736187261,0.468,3.130333768495006,3.308230952173194,1.0020003821351864,-0.17789718367818796,-0.17754203176959138,0.916,0.844516129032258,0.9873170731707317
"Iron, IAB-sLL",27,164194.64074074072,3300.0,3.641447250558206,3.1907339243192046,1.0522584162545823,0.4507133262390015,0.4283295046888524,0.676,4.66823538735985,4.355570234989224,0.94122227873809,0.3126651523706263,0.33219055629433347,0.692,0.915813953488372,0.8902923976608186
"Iron, IAB-sLM",10,19816.1,10100.0,1.2676624187532455,2.008124562549961,0.633613875440257,-0.7404621437967154,-1.1686330942203822,0.256,3.4471580313422194,3.298680097349952,0.9994124141660535,0.14847793399226727,0.14856522881613665,0.784,0.6574712643678161,0.9355789473684212
"Iron, IAB-ung",46,686004.9673913043,3740.0,5.279457503798249,4.069153513106264,1.37427973729521,1.210303990691985,0.8806824097356234,0.444,6.350827464026397,4.81994892031173,0.8935741077320082,1.5308785437146666,1.7132082615959061,0.124,0.8420689655172414,0.36864864864864866
"Iron, IC",10,892556.3,396850.0,1.7273667402399573,2.0043969465267897,0.6145818293285545,-0.2770302062868324,-0.4507621167216977,0.78,3.172862288925483,3.332583532779684,1.0259459127181978,-0.15972124385420106,-0.15568193398327088,0.956,0.9275675675675675,0.9915492957746478
"Iron, IIAB",117,322715.86017094017,10200.0,6.6589149430159145,6.260708771710198,2.2622448063467084,0.39820617130571634,0.1760225817243794,0.74,6.093618106209115,5.700489521240143,0.8768939439666869,0.39312858496897185,0.4483194206937148,0.58,0.9232786885245902,0.8075949367088607
"Iron, IIC",8,26483.375,14350.0,1.0244924835386435,1.849504357902144,0.5303958045152891,-0.8250118743635004,-1.5554645556019264,0.124,2.338423922739854,3.0680323936156246,0.9716588946863368,-0.7296084708757706,-0.7508895095447019,0.476,0.5147169811320755,0.7374647887323944
"Iron, IID",19,67423.61578947368,13600.0,1.9507339298698876,2.806349295572055,0.8430865149980526,-0.8556153657021672,-1.0148606939871925,0.36,3.739550343304557,4.062517930093585,0.8876283760778095,-0.3229675867890278,-0.3638545088161044,0.772,0.7730841121495327,0.9331868131868132
"Iron, IIE",14,42413.0,1655.0,1.73088023400597,2.429928464208058,0.739014628643066,-0.6990482302020882,-0.9459193405760293,0.432,3.811522565929466,3.7571717363937904,0.962479583296335,0.054350829535675604,0.05646959216478433,0.892,0.8410619469026548,0.9806965174129354
"Iron, IIE-an",7,53137.04571428571,8940.0,1.6201279259663304,1.701406393569191,0.4830415789167883,-0.08127846760286062,-0.16826391588303033,0.932,4.783042792638903,2.936149192000451,1.0109930100405256,1.846893600638452,1.826811444091408,0.084,0.9671698113207549,0.28875
"Iron, IIF",6,11156.0,9170.0,0.7329951385684668,1.5503340221317514,0.46514075264463955,-0.8173388835632847,-1.7571861397139699,0.048,0.8897845202124064,2.7043308609245895,0.9994689132656975,-1.8145463407121831,-1.8155105342729219,0.024,0.33,0.15529411764705883
"Iron, IIG",6,24303.166666666668,24044.5,0.5603431893982307,1.503466029193978,0.4530188384839907,-0.9431228397957474,-2.081862297276356,0.02,1.073561830543474,2.641255778776604,1.0076220023755713,-1.5676939482331298,-1.5558353673670602,0.044,0.24444444444444446,0.1936
"Iron, IIIAB",284,488805.94697183097,16060.0,7.941048215211246,8.885661490154714,3.4842100809309917,-0.9446132749434684,-0.271112606014579,0.988,7.2878017299302265,6.326705588898241,0.804477643036122,0.9610961410319856,1.194683468647781,0.236,0.9879999999999999,0.5408333333333333
"Iron, IIIE",14,2076114.4285714286,47250.0,3.4635105848395953,2.435920008804522,0.7277430572573715,1.0275905760350734,1.4120238809391468,0.172,5.00467826227777,3.745001730247254,0.9578105483439702,1.2596765320305163,1.3151625174816302,0.22,0.5823529411764706,0.5242553191489362
"Iron, IIIF",9,55777.26666666667,17000.0,1.344005314588879,1.9429870806976228,0.5557768161616153,-0.5989817661087438,-1.0777379492824415,0.316,3.572701115135372,3.2184380011181237,0.8963704918085864,0.3542631140172481,0.39521951832936786,0.612,0.74752688172043,0.8260122699386502
"Iron, IVA",67,463545.47910447756,11500.0,6.82673070420837,4.997690862709545,1.6533792193106491,1.8290398414988251,1.106243395427103,0.352,5.937852093251156,5.258513750316307,0.9033656995380632,0.679338342934849,0.7520081217188445,0.396,0.7667326732673267,0.66
"Iron, IVA-an",6,73986.66666666667,56650.0,0.9300874474284831,1.544360823157673,0.4461952653208738,-0.6142733757291899,-1.3766918286043346,0.184,1.5660623380564436,2.724253204875261,0.9466871530584875,-1.1581908668188172,-1.2234145811285375,0.164,0.5866666666666667,0.44
"Iron, IVB",14,4322832.857142857,33110.0,3.5722202025019776,2.3423551710193493,0.7259173000416824,1.2298650314826283,1.6942219608377,0.064,4.522878745280337,3.6816236844351433,0.9634761526466107,0.8412550608451941,0.8731457011513127,0.388,0.38054054054054054,0.6566153846153846
"Iron, ungrouped",113,422159.3985840708,6000.0,6.018670235148355,6.158899979699328,2.102820249959102,-0.1402297445509726,-0.06668651043934921,0.912,7.564271430438563,5.633623408070564,0.8059098181431464,1.9306480223679987,2.3956129816314946,0.048,0.9550710900473934,0.20705882352941177
L,50,3130.59006,352.0,2.0512314752325884,4.230849891282619,1.3402667440621925,-2.179618416050031,-1.626257180301185,0.044,4.442322955745574,4.923279657838497,0.8372853651925302,-0.4809567020929233,-0.5744238727764331,0.56,0.31225806451612903,0.8075949367088607
L(LL)3,5,55.86,56.6,0.47761189210723304,1.3660620928716907,0.4216242858392306,-0.8884502007644577,-2.107208314615995,0.016,0.8016323462331665,2.443140783065852,1.0244675018461515,-1.6415084368326853,-1.6023040593035789,0.032,0.22,0.17170731707317075
L-imp melt,25,948.5056,68.3,2.781454167387938,3.2111720469880107,0.9761622801230626,-0.4297178796000729,-0.44021151846381457,0.756,3.8095597146352675,4.357572436775587,0.9106790136469975,-0.548012722140319,-0.6017627659450411,0.564,0.9232786885245902,0.8075949367088607
L-melt breccia,14,237.86999999999995,60.485,1.1940769233753445,2.4467816785390966,0.7422396483571275,-1.252704755163752,-1.6877362425147826,0.06,3.1788141173911546,3.797543990326598,0.9601906643515143,-0.6187298729354436,-0.6443823043763045,0.572,0.36666666666666664,0.8075949367088607
L-melt rock,21,2268.984761904762,95.0,2.5841229857645844,2.8669100616393437,0.9005153384533144,-0.28278707587475926,-0.31402805016121316,0.832,3.744727494896694,4.07054843246662,0.9106683055508303,-0.32582093756992636,-0.35778223046079227,0.808,0.9386666666666666,0.9355789473684212
L-metal,5,1.0254,1.3,0.5819010683624889,1.3967768270221987,0.4123040780256753,-0.8148757586597098,-1.9763950979135483,0.036,0.850237679666668,2.4870510632966147,0.933662414028527,-1.6368133836299468,-1.7531105022933222,0.044,0.273103448275862,0.1936
L/LL3,26,357.93,41.769999999999996,2.150513329234971,3.134005338472197,0.9851642171011501,-0.9834920092372261,-0.9983026100269411,0.376,3.5399999895448877,4.27814590736939,0.8435322060423702,-0.738145917824502,-0.8750654836140604,0.44,0.7730841121495327,0.7014492753623188
L/LL4,20,22547.43335,408.0,3.221550997884548,2.8348679059147655,0.8843593827442515,0.38668309196978257,0.4372465532845573,0.684,4.50991376811597,4.1081051016332895,0.916451403307675,0.40180866648268054,0.4384396870717471,0.576,0.915813953488372,0.8075949367088607
L/LL5,16,39847.48125,341.70000000000005,3.0865100635154694,2.5271442031995033,0.7987291386484235,0.5593658603159661,0.7003198371634494,0.588,4.795880017344075,3.786897763287133,0.9250229043077123,1.0089822540569422,1.090764617133524,0.296,0.915813953488372,0.5919999999999999
L/LL5/6,5,350.8,236.0,0.8079572481061258,1.4173695440543712,0.44474829633987667,-0.6094122959482454,-1.37024087773578,0.22,0.9880352079703567,2.5402707107644997,1.040391415322369,-1.552235502794143,-1.4919726171646441,0.084,0.633170731707317,0.28875
L/LL6,26,12365.51076923077,540.5,3.4405270228455676,3.2553455724640314,1.0102541277627088,0.1851814503815361,0.1833018497946014,0.856,4.930802974858976,4.378038558791193,0.9351369333965301,0.5527644160677827,0.5911053197953328,0.464,0.9440776699029125,0.7291428571428571
L3,365,1534.4467863013697,44.3,14.099603720003241,10.006146867036769,3.922586442896163,4.093456852966472,1.0435606487091589,0.34,6.215743282637605,6.52117682225753,0.7528384344561692,-0.3054335396199255,-0.4057092805584012,0.792,0.7555555555555556,0.9355789473684212
L3-5,13,945.6923076923077,346.0,1.3278861786160756,2.3156594171981295,0.7070760136108203,-0.9877732385820539,-1.396983095972665,0.176,2.289550177980551,3.6652997571550547,0.9912746687404719,-1.3757495791745038,-1.387859109647734,0.104,0.5823529411764706,0.3315942028985507
L3-6,32,3800.45625,213.5,4.554957305218766,3.5061047788862885,1.0741345681926566,1.0488525263324773,0.9764628728942976,0.388,4.301029995663981,4.5272208566042815,0.9119543354644528,-0.22619086094030028,-0.2480287138775459,0.864,0.7903703703703704,0.9697959183673469
L3.1,13,876.1438461538462,269.8,2.4407025779478255,2.3136770998867737,0.6821028847678656,0.1270254780610518,0.18622627304131886,0.872,3.2932046581520247,3.680394144138366,0.9092737303264536,-0.3871894859863412,-0.42582280018947627,0.72,0.9440776699029125,0.9096629213483145
L3.2,15,1153.7913333333336,59.4,1.7867101153766731,2.4760035527298294,0.7839170795775632,-0.6892934373531563,-0.879293812203457,0.444,2.8980104614626687,3.81405442132996,0.962318673669497,-0.9160439598672911,-0.9519133161723321,0.36,0.8420689655172414,0.6545454545454545
L3.3,17,442.1258823529412,40.0,1.577542404272282,2.603662039457135,0.8087391097157886,-1.0261196351848527,-1.268789431421781,0.228,3.069551262095332,3.8697545218573532,0.9149748297707783,-0.8002032597620214,-0.8745631395811078,0.376,0.633170731707317,0.6566153846153846
L3.4,51,273.99509803921575,21.0,2.064142958729209,4.358088835118191,1.4438198250054153,-2.293945876388982,-1.588803420385489,0.032,3.608484889672857,4.957810026865598,0.864331552956138,-1.349325137192741,-1.5611198417758272,0.056,0.273103448275862,0.22
L3.5,88,561.3556818181819,24.0,5.994354056816473,5.38676761686538,1.7504503377120242,0.6075864399510928,0.34710292937830844,0.68,4.799340549453582,5.390043757242584,0.7847699376318961,-0.5907032077890015,-0.7527087614638936,0.424,0.915813953488372,0.6858823529411765
L3.6,48,1773.059583333333,107.975,4.698797989477794,4.314444429594412,1.3801756707899384,0.3843535598833814,0.27848162231652585,0.768,4.808436054288111,4.969908998739867,0.8301589648587941,-0.16147294445175575,-0.19450846318237555,0.956,0.9232786885245902,0.9915492957746478
L3.7,49,1082.1699999999998,110.0,3.4796790954916665,4.301056418674758,1.4032691590337016,-0.8213773231830914,-0.5853312729745276,0.64,3.6839279992574054,4.952190925263025,0.9099271657794793,-1.2682629260056197,-1.393807080063574,0.1,0.915813953488372,0.3283582089552239
L3.8,66,828.0681818181819,159.09,3.0894671141928947,4.8603481121147825,1.5911238812232056,-1.7708809979218878,-1.112974934774086,0.28,4.333559220490901,5.1394715795056545,0.826023458354328,-0.8059123590147532,-0.9756531135572811,0.328,0.6921348314606742,0.6063865546218488
L3.8-6,9,340.33333333333337,64.8,2.264433331656303,1.89537324320252,0.5702217701789588,0.3690600884537827,0.6472220244028154,0.632,1.9928157604599943,3.2154540313276265,0.9476638429751513,-1.2226382708676322,-1.2901603030766797,0.132,0.915813953488372,0.38720000000000004
L3.9,27,1513.5466666666664,92.0,3.920606998458653,3.2754928136660553,1.0102158116892705,0.6451141847925976,0.6385904648570542,0.58,3.508904390815266,4.381199680202258,0.854151665443748,-0.8722952893869915,-1.0212416888911848,0.312,0.915813953488372,0.6063865546218488
L3/4,12,156.05916666666667,88.0,1.098137492571235,2.2355203822495553,0.6672278607407862,-1.1373828896783202,-1.7046393842360643,0.068,1.9081497857613459,3.537059610601893,0.978918254909627,-1.628909824840547,-1.6639896300543773,0.04,0.3835897435897436,0.1872340425531915
L4,1253,1635.8802490023943,69.7,7.5967716774083405,18.273993164522288,7.24767501321426,-10.677221487113947,-1.4731926400737887,0.036,6.295989771024458,7.563439865267943,0.6921011846159257,-1.2674500942434852,-1.8313075059203132,0.024,0.273103448275862,0.15529411764705883
L4-5,24,9275.753333333332,464.0,4.290319973028572,3.1326939447458373,0.9606669485326538,1.1576260282827344,1.205023270604782,0.324,4.102372908709558,4.3104509503188835,0.8677788046409938,-0.2080780416093253,-0.239782350636472,0.884,0.7503157894736843,0.9806965174129354
L4-6,33,70540.47121212122,299.0,4.889593361058518,3.565671816352944,1.1314056708843623,1.3239215447055739,1.1701563628108136,0.372,6.096910013008056,4.558298490189227,0.8827656428440401,1.5386115228188295,1.7429445009457158,0.092,0.7730841121495327,0.30666666666666664
L4/5,59,1666.9852033898305,312.0,2.740257399451162,4.58477296489879,1.4883744156759553,-1.8445155654476282,-1.239281961595617,0.208,4.427903232049481,5.096035209844913,0.8666093318620005,-0.668131977795432,-0.7709725169470317,0.412,0.633170731707317,0.6764179104477612
L5,4794,1797.351702753442,32.21,18.431195267270375,32.64811761067313,10.084537642176654,-14.216922343402757,-1.40977433451616,0.26,7.339948061694351,8.588840935152763,0.5388193605424829,-1.2488928734584128,-2.3178322178346162,0.032,0.6574712643678161,0.17170731707317075
L5 ,21,12.959047619047618,1.74,2.0634658636083456,2.900640332300031,0.9144142882977031,-0.8371744686916855,-0.915530826022186,0.452,2.3668439537431993,4.108913273781966,0.9437118293380752,-1.742069320038767,-1.8459759281185064,0.008,0.8427118644067796,0.0704
L5-6,41,8938.002195121951,435.8,5.177314731826593,3.8397357965451664,1.232277593505839,1.3375789352814267,1.085452614192233,0.344,4.7367585652254185,4.680964078935959,0.8332220801505164,0.05579448628945993,0.06696232327326349,0.848,0.7567999999999999,0.9666321243523316
L5/6,109,2302.949357798165,200.0,6.2608012825581785,6.06716887515339,2.034898279307712,0.19363240740478815,0.09515581657018422,0.876,5.477121254719663,5.605801280751219,0.8152753821771175,-0.1286800260315566,-0.15783627084130578,0.96,0.9440776699029125,0.9915492957746478
L6,8279,1450.4442837299193,36.0,9.658689718314244,37.33105096253131,8.625786105130057,-27.672361244217065,-3.2080973150678225,0.0,7.27415784926368,8.934704407285563,0.44761128477754797,-1.660546558021884,-3.709796009381523,0.0,0.0,0.0
L6 ,54,30.34851851851852,4.029999999999999,2.5588335757173795,4.406229557317343,1.4077645694872365,-1.8473959815999637,-1.3122904366550852,0.152,2.8976270912904414,4.990665130938076,0.8158258828175134,-2.093038039647635,-2.565545030784237,0.0,0.576551724137931,0.0
L6-melt breccia,10,844.3399999999999,388.7,0.9945003735339343,2.031180523745614,0.5998808826870653,-1.0366801502116796,-1.7281433366705163,0.036,1.8616785818405304,3.289225057383157,0.9083833568819503,-1.4275464755426266,-1.5715242520984944,0.072,0.273103448275862,0.25967213114754095
L6/7,9,5855.368888888889,77.68,1.5842191819430078,1.9012046173449948,0.5904762351375329,-0.316985435401987,-0.5368301322544423,0.668,4.288417727581643,3.1676243393649166,0.9743306355254386,1.1207933882167262,1.1503214076937065,0.248,0.915813953488372,0.5511111111111111
L7,21,661.4038095238095,5.7,3.111513472171531,2.839373546457904,0.9341466376164413,0.2721399257136272,0.2913246322954355,0.756,4.028906603472665,4.109940801664591,0.9571631263020819,-0.08103419819192581,-0.08466080228664316,0.984,0.9232786885245902,0.9930275229357798
LL,225,103.21022222222223,7.66,4.512530347863621,8.037839862703802,2.9753109462743055,-3.5253095148401803,-1.1848541475150975,0.176,3.743398892488242,6.131130072288121,0.7634540338119931,-2.387731179799879,-3.12753757797012,0.0,0.5823529411764706,0.0
LL(L)3,7,995.2714285714285,224.0,1.781443321488255,1.643197923904944,0.5003623198885216,0.1382453975833111,0.27629058401941925,0.816,2.7264225767339143,2.8841742010811813,0.9817716986859202,-0.15775162434726697,-0.1606805579733191,0.968,0.9344329896907216,0.9930275229357798
LL-melt breccia,54,44.5061111111111,7.8,2.6372137739261414,4.520687573570869,1.4597217193487033,-1.8834737996447273,-1.2902964823220504,0.216,2.194256701455453,5.035260755664938,0.8253705676965633,-2.8410040542094848,-3.4420951817292607,0.0,0.633170731707317,0.0
LL-melt rock,7,537.257142857143,189.0,1.3503268293611506,1.6825159516898152,0.5002184475924801,-0.3321891223286646,-0.6640881077606592,0.612,1.884704915835179,2.937703184810426,0.9540989113481882,-1.052998268975247,-1.103657342494301,0.256,0.915813953488372,0.552156862745098
LL3,128,448.2764296875,68.375,2.799596291500932,6.377611407179213,2.304605411611658,-3.578015115678281,-1.552549993005571,0.02,4.488116639021126,5.7277466216487705,0.831399859504804,-1.239629982627645,-1.4910153862258164,0.036,0.24444444444444446,0.176
LL3-6,9,2142.6355555555556,450.0,2.176958656425517,1.8755412499656214,0.5561603738191916,0.30141740645989556,0.5419613130472448,0.636,2.4771212547196626,3.220521458333998,1.0649712685903534,-0.7434002036143355,-0.6980471920132975,0.492,0.915813953488372,0.7516666666666666
LL3.1,6,1405.865,632.0,1.2739885337539154,1.5511741462507518,0.4674716305434932,-0.2771856124968364,-0.5929463830234447,0.604,2.6151323604741448,2.757690025834699,0.9977442641946925,-0.14255766536055425,-0.1428799648130441,0.98,0.915813953488372,0.9930275229357798
LL3.2,14,4478.7300000000005,344.5,2.8331236333584915,2.405726135873249,0.7287531202488767,0.42739749748524236,0.5864777599021211,0.64,3.582030357785263,3.7231267383459943,0.9421996669832156,-0.14109638056073148,-0.14975210192177343,0.948,0.915813953488372,0.9915492957746478
LL3.3,15,645.5566666666667,230.0,1.6959337715712883,2.4972840729355865,0.7419803371362601,-0.8013503013642982,-1.0800155492761194,0.324,2.587091736203356,3.794041624761445,0.9742151856982508,-1.2069498885580887,-1.2388945545875776,0.14,0.7503157894736843,0.4052631578947369
LL3.4,20,1283.8229999999999,49.1,2.4256927045356402,2.835320565793891,0.9163386210028712,-0.4096278612582509,-0.44702673429822337,0.756,4.1285428608771255,4.1055872233425745,0.9432118228841196,0.022955637534550988,0.02433773302836478,0.896,0.9232786885245902,0.9806965174129354
LL3.5,17,390.4858823529412,56.02,1.4706132904848424,2.615049309077647,0.771069716576167,-1.1444360185928046,-1.48421860434945,0.148,2.8903780214758057,3.878197804363982,0.8869752198544525,-0.9878197828881765,-1.1136949046336064,0.264,0.5712280701754385,0.5638834951456311
LL3.6,17,4852.049411764706,136.44,3.749549657379981,2.6605250305790538,0.8358807916748745,1.0890246268009274,1.302846814578455,0.284,4.685741738602264,3.934953310027572,0.9248925856992811,0.7507884285746917,0.8117574301961185,0.396,0.6942222222222222,0.66
LL3.7,26,3452.7265384615384,251.0,2.715661329474349,3.2166761590487765,1.0160476156115683,-0.5010148295744274,-0.4931017226715916,0.74,4.380211241711606,4.341705982516129,0.9072741515144057,0.038505259195477315,0.042440599824435675,0.864,0.9232786885245902,0.9697959183673469
LL3.8,28,603.8921428571429,140.6,1.9975718268488736,3.2766817052647883,1.0236426644573644,-1.2791098784159147,-1.2495667900809646,0.224,2.64371704926546,4.375999490066899,0.8464596553909159,-1.7322824408014394,-2.0465032559660847,0.008,0.633170731707317,0.0704
LL3.9,16,1586.9524999999999,185.0,2.039769405242076,2.4848301092541143,0.7845113079293891,-0.44506070401203823,-0.5673094823664371,0.716,2.800427645094796,3.8473601482148063,0.9132185643141079,-1.0469325031200105,-1.1464205219112376,0.232,0.915813953488372,0.5372631578947369
LL4,268,874.7136940298508,115.14,6.43288150058146,8.831592960850704,3.472027408407876,-2.3987114602692445,-0.6908676626401378,0.624,5.411728293157671,6.340254152775499,0.8131514473258279,-0.9285258596178281,-1.1418855155105812,0.152,0.915813953488372,0.4342857142857143
LL4-5,10,199.65,119.0,1.4618429000099664,2.015034520223551,0.5872583301453272,-0.5531916202135845,-0.9419902482723194,0.464,1.9701740161502916,3.2818996890360568,0.9536659449977531,-1.3117256728857651,-1.3754561330056256,0.108,0.844516129032258,0.3346478873239436
LL4-6,34,927.0535294117648,158.5,1.9277601364620323,3.6096455615976333,1.1485172756014315,-1.681885425135601,-1.4643971500166304,0.112,3.5151216944065298,4.558623362409207,0.8389331257619024,-1.0435016680026776,-1.243843681884644,0.18,0.5133333333333333,0.46588235294117647
LL4/5,5,873.78,216.0,1.4879666671135643,1.3726655567167863,0.43260024022230265,0.11530111039677804,0.26653038920534955,0.86,1.9456423376774072,2.480223527603201,1.0499777534093564,-0.534581189925794,-0.5091357299618671,0.668,0.9440776699029125,0.8902923976608186
LL5,2766,464.6758839479393,16.2,18.83029040844298,26.858573097192973,10.050780830292215,-8.028282688749993,-0.7987720381438842,0.584,6.61066016308988,8.213026611479956,0.6588018180706934,-1.6023664483900761,-2.4322435130531663,0.0,0.915813953488372,0.0
LL5-6,40,917.4825000000001,370.5,1.6716456761935994,3.992488759063277,1.2730067824415696,-2.3208430828696773,-1.8231191812021652,0.028,2.230509742676868,4.789467497656476,0.8769807374702461,-2.558957754979608,-2.917917857992209,0.0,0.273103448275862,0.0
LL5/6,48,162.35625,9.225000000000001,4.575585508976068,4.2771843435708705,1.3857570673998492,0.29840116540519723,0.21533439909860908,0.796,3.7865844179205066,4.930160795995704,0.8750948255793413,-1.1435763780751973,-1.3068028111331964,0.156,0.9312169312169312,0.43456790123456795
LL6,2043,691.8267361722956,30.8,10.805522628453842,22.54500158889489,9.470619302086725,-11.73947896044105,-1.2395682463821993,0.16,6.432969290874405,7.908517174463252,0.6964889290709912,-1.4755478835888463,-2.1185518132456167,0.008,0.5770491803278689,0.0704
LL7,22,200.23454545454544,66.25999999999999,1.1838922321025973,2.9551422660047173,0.9131454851255189,-1.77125003390212,-1.9397238038784674,0.004,2.550228353055094,4.1537034031374125,0.9284597288205778,-1.6034750500823183,-1.7270270323078118,0.036,0.088,0.176
LL~5,9,60.53222222222222,17.4,1.8893273741590322,1.9128268290751789,0.5690282831050071,-0.02349945491614669,-0.041297516509930944,0.984,2.1813747540873685,3.188160803490966,0.9632271981616691,-1.0067860494035976,-1.0452217829034116,0.276,0.9879999999999999,0.5728301886792453
LL~6,5,413.22200000000004,42.03,1.6864098324460934,1.4276091501654609,0.41633822065758347,0.2588006822806326,0.6216116355396606,0.704,2.5233610268200755,2.5405586803734335,1.0048176051185218,-0.017197653553358005,-0.017115199281693996,0.92,0.915813953488372,0.9873170731707317
Lodranite,40,268.9335,56.275,1.7375574181041369,3.9213998149488254,1.2040982863141534,-2.1838423968446885,-1.8136745327739106,0.024,3.2268575702887237,4.705128730665056,0.8551474119456103,-1.478271160376332,-1.728674073880439,0.036,0.264,0.176
Lunar,41,536.849268292683,128.8,3.3083073018162334,3.9147253648923788,1.305713492961366,-0.6064180630761453,-0.46443424713394477,0.816,3.289432261083013,4.752152799679261,0.874971541863144,-1.462720538596248,-1.6717349863534592,0.052,0.9344329896907216,0.22
Lunar (anorth),69,147.8678260869565,36.7,1.6904284599391384,4.972757575257983,1.644146390758198,-3.282329115318845,-1.996372788803313,0.0,3.250724877352585,5.200765460350966,0.8385618357809117,-1.9500405829983807,-2.3254583022877533,0.0,0.0,0.0
Lunar (basalt),16,1027.1087499999999,118.6,3.147204446418368,2.504608981029216,0.7756748301389775,0.6425954653891521,0.8284340814230344,0.52,2.761117911084863,3.836114261606593,0.9347217583528548,-1.07499635052173,-1.150070960599081,0.208,0.88,0.5141573033707865
Lunar (feldsp. breccia),27,500.58888888888896,113.0,2.163840476534441,3.280889071550377,1.0092860558551526,-1.1170485950159361,-1.1067710571602793,0.308,3.839242295365205,4.3538923912251235,0.8684069405968731,-0.5146500958599187,-0.592637013594329,0.592,0.7446153846153847,0.8089440993788819
Lunar (gabbro),6,413.5316666666667,162.0,1.3802882823729634,1.6037854500458366,0.4560979733680114,-0.2234971676728732,-0.49002008498849486,0.692,2.4340319645692614,2.7841902031416756,0.963037701547545,-0.35015823857241424,-0.36359764317609844,0.792,0.915813953488372,0.9355789473684212
L~4,10,376.17999999999995,132.15,1.1547464761595305,2.02893564595556,0.6109663979649113,-0.8741891697960293,-1.430830194111977,0.156,1.9622114391106003,3.3369590977488013,0.9735399686624592,-1.374747658638201,-1.4121121914768007,0.092,0.5770491803278689,0.30666666666666664
L~5,32,805.2615625000001,98.775,3.856833010649279,3.5107618610201543,1.0633590029937883,0.3460711496291249,0.32545090477890704,0.74,3.7231416572677722,4.515115668772845,0.856608532659445,-0.7919740115050726,-0.9245460222609426,0.328,0.9232786885245902,0.6063865546218488
L~6,94,555.9021276595745,127.5,3.237291338714372,5.692554230482052,1.8580666114020912,-2.4552628917676795,-1.3214073578960368,0.124,4.148168040113216,5.469475558504161,0.755540982312741,-1.3213075183909453,-1.748823094078061,0.04,0.5147169811320755,0.1872340425531915
Martian (nakhlite),14,2058.714285714286,454.3,1.9788985796229206,2.415218000621818,0.7291786137240829,-0.4363194209988974,-0.5983711161940335,0.66,2.794709795186787,3.7352259329211566,0.9723861312736535,-0.9405161377343694,-0.9672249608316194,0.308,0.915813953488372,0.6050000000000001
Martian (shergottite),99,879.0285353535355,82.46,2.7434774111893767,5.7241482465545435,2.0163171362776273,-2.9806708353651667,-1.4782748119017908,0.036,3.530996635502517,5.511729134585339,0.8174775840033495,-1.9807324990828223,-2.422980810535236,0.0,0.273103448275862,0.0
Mesosiderite,136,4135.128588235294,106.35,4.881580154814957,6.8410510284115,2.42249540935861,-1.9594708735965432,-0.8088646385155961,0.5,6.024823583725032,5.844701861717756,0.8360320160331364,0.18012172200727594,0.21544835431294868,0.68,0.873015873015873,0.8902923976608186
Mesosiderite-A1,6,698206.3333333334,42925.0,2.0090874537813423,1.5448027801195972,0.46552483446791076,0.4642846736617452,0.9973359943136373,0.456,4.308814079841126,2.739417564678356,1.0335362641680363,1.5693965151627696,1.5184726163683124,0.16,0.8430252100840336,0.43456790123456795
Mesosiderite-B2,5,11857.342,115.7,1.784755015392962,1.398346194080734,0.41329424486953215,0.3864088213122281,0.9349484685764469,0.516,3.6010959632253456,2.5134611507765774,1.024599795133302,1.0876348124487683,1.061521598593786,0.248,0.88,0.5511111111111111
Mesosiderite-C,7,34843.857142857145,1624.0,2.151506636777653,1.6442677391629563,0.4962472473785259,0.5072388976146969,1.0221495439908945,0.436,2.772608674931087,2.906602722245549,0.9980489443465494,-0.13399404731446207,-0.13425598821928691,0.996,0.8414035087719298,0.996
Mesosiderite-an,6,2008.8166666666666,15.399999999999999,1.8198751678434655,1.543938059292092,0.4577297525302694,0.27593710855137354,0.6028384806231839,0.652,3.3674859428268715,2.7333330115910646,0.9624129197923815,0.634152931235807,0.6589198027106815,0.416,0.915813953488372,0.6779259259259259
OC,73,3133.017534246575,550.0,5.5463511265882985,5.199923243630141,1.709753896901136,0.3464278829581575,0.20261856609073672,0.824,5.301029995663981,5.344208746409992,0.8530512407385193,-0.04317875074601041,-0.05061683130386036,0.928,0.9344329896907216,0.9905314009661836
OC3,8,940.7624999999999,67.95,1.5708027219039808,1.7937730224113557,0.5337883777105055,-0.22297030050737487,-0.41771291736198213,0.768,2.3979400086720375,3.037712214067683,0.9802389086105892,-0.6397722053956456,-0.652669670399507,0.54,0.9232786885245902,0.8075949367088607
