recclass,count,mean_mass,cv_obs,cv_null_mean,cv_null_std,cv_effect,cv_zscore,cv_pvalue,cv_fdr_q
Lunar (feldsp. breccia),27,500.58888888888896,2.163840476534441,3.0799044030600875,1.0856357905245624,-0.9160639265256467,-0.8438040957391603,0.496,0.8598473282442748
H/L3,6,150.53333333333333,0.7578638099299849,0.9964073339916422,0.20557746098971624,-0.23854352406165724,-1.1603583530666821,0.268,0.8131645569620253
LL4-5,10,199.65,1.4618429000099664,0.917973208493039,0.20283859496600157,0.5438696915169274,2.681292934454053,0.0,0.0
H/L6,11,86.2209090909091,0.8262886865564208,0.8187025291190351,0.0871685322086191,0.0075861574373857765,0.08702862426580664,0.936,0.9667605633802817
L3/4,12,156.05916666666667,1.098137492571235,1.1888794622508898,0.17107298286913533,-0.09074196967965475,-0.5304284063899739,0.7,0.9093333333333333
H-imp melt,11,11.859999999999998,1.1868366494483593,1.2118945329133812,0.09577548943903441,-0.025057883465021913,-0.26163148433683997,0.884,0.9480193236714977
CR,8,271.8225,1.2390658750842287,1.0141420700659838,0.09673097616358659,0.22492380501824494,2.325251061644049,0.008,0.13538461538461538
"Iron, IAB-sLH",9,7382.5666666666675,1.480855554820915,1.9447490969696828,0.5251496751296915,-0.46389354214876777,-0.8833549064544393,0.452,0.8598473282442748
L(LL)3,5,55.86,0.47761189210723304,0.5504058358635577,0.07450557525303732,-0.0727939437563247,-0.9770267997945181,0.384,0.8451485148514851
R3,15,87.74066666666667,2.2604365754870215,1.8232664227810298,0.34229286984131346,0.4371701527059917,1.2771815927940982,0.284,0.8131645569620253
L7,21,661.4038095238095,3.111513472171531,3.518186872033158,0.5361035838306317,-0.406673399861627,-0.7585724328791376,0.628,0.8745
L~4,10,376.17999999999995,1.1547464761595305,1.9663725189041803,0.6358879405014387,-0.8116260427446498,-1.2763664649853719,0.18,0.7479999999999999
LL(L)3,7,995.2714285714285,1.781443321488255,1.745603194672477,0.46045217445730086,0.03584012681577797,0.0778368065218064,0.936,0.9667605633802817
L-melt breccia,14,237.86999999999995,1.1940769233753445,1.2350090080678586,0.06523042979703345,-0.04093208469251408,-0.627499846618757,0.512,0.8598473282442748
H-melt rock,8,121.8375,1.6861405857977592,1.685278920500635,0.18743008244889947,0.000861665297124059,0.004597262541134407,0.964,0.9773271889400921
LL5/6,48,162.35625,4.575585508976068,4.334491477475538,1.3885508362757433,0.24109403150052966,0.17362996384574023,0.836,0.9412935323383084
Lunar (basalt),16,1027.1087499999999,3.147204446418368,2.694787459467798,0.689461423480909,0.4524169869505701,0.6561889781540438,0.564,0.8742857142857142
H/L5,7,289.5757142857143,0.9376744369668887,0.9834645721675871,0.08297374633686912,-0.04579013520069841,-0.551862935232463,0.604,0.8742857142857142
L6-melt breccia,10,844.3399999999999,0.9945003735339343,1.9339562259728327,0.5343486837446941,-0.9394558524388984,-1.7581326220460196,0.004,0.088
Acapulcoite/Lodranite,6,31.793333333333333,0.7527243301710757,0.7044608183282405,0.0393351104908975,0.04826351184283517,1.2269829991707735,0.228,0.7837500000000001
CK5/6,6,145.73333333333332,0.8402556165440407,0.9970167104746773,0.19290206856991193,-0.15676109393063664,-0.812645997488736,0.572,0.8742857142857142
